z,v
𢸁,18
𢸂,18
𢸃,18
𢸄,18
𢸅,18
𢸆,18
𢸇,18
𢸈,18
𢸉,18
𢸊,18
𢸋,18
𢸌,18
𢸍,18
𢸎,18
𢸏,18
𢸐,18
𢸑,18
𢸒,18
𢸓,18
𢸔,18
𢸕,18
𢸖,18
𢸗,18
𢸘,18
𢸙,18
𢸚,18
𢸛,18
𢸜,18
𢸝,18
𢸞,18
𢸟,18
𢸠,18
𢸡,18
𢸢,18
𢸣,19
𢸤,19
𢸥,19
𢸦,19
𢸧,19
𢸨,19
𢸩,19
𢸪,19
𢸫,19
𢸬,19
𢸭,19
𢸮,19
𢸯,19
𢸰,19
𢸱,19
𢸲,19
𢸳,19
𢸴,19
𢸵,19
𢸶,19
𢸷,19
𢸸,19
𢸹,19
𢸺,19
𢸻,19
𢸼,19
𢸽,19
𢸾,19
𢸿,19
𢹀,19
𢹁,19
𢹂,19
𢹃,19
𢹄,19
𢹅,19
𢹆,19
𢹇,19
𢹈,19
𢹉,19
𢹊,19
𢹋,19
𢹌,19
𢹍,20
𢹎,20
𢹏,20
𢹐,20
𢹑,20
𢹒,20
𢹓,20
𢹔,20
𢹕,20
𢹖,20
𢹗,20
𢹘,20
𢹙,20
𢹚,20
𢹛,20
𢹜,20
𢹝,20
𢹞,20
𢹟,20
𢹠,20
𢹡,20
𢹢,21
𢹣,20
𢹤,20
𢹥,20
𢹦,20
𢹧,20
𢹨,20
𢹩,20
𢹪,20
𢹫,20
𢹬,21
𢹭,21
𢹮,21
𢹯,21
𢹰,21
𢹱,21
𢹲,21
𢹳,21
𢹴,21
𢹵,21
𢹶,21
𢹷,21
𢹸,21
𢹹,21
𢹺,21
𢹻,21
𢹼,21
𢹽,21
𢹾,21
𢹿,21
𢺀,21
𢺁,21
𢺂,22
𢺃,22
𢺄,22
𢺅,22
𢺆,22
𢺇,22
𢺈,22
𢺉,22
𢺊,22
𢺋,22
𢺌,22
𢺍,22
𢺎,22
𢺏,22
𢺐,22
𢺑,22
𢺒,22
𢺓,22
𢺔,22
𢺕,22
𢺖,23
𢺗,23
𢺘,23
𢺙,23
𢺚,23
𢺛,23
𢺜,23
𢺝,23
𢺞,24
𢺟,24
𢺠,24
𢺡,24
𢺢,24
𢺣,24
𢺤,24
𢺥,24
𢺦,24
𢺧,24
𢺨,24
𢺩,24
𢺪,24
𢺫,24
𢺬,25
𢺭,25
𢺮,25
𢺯,25
𢺰,27
𢺱,27
𢺲,27
𢺳,28
𢺴,32
𢺵,6
𢺶,7
𢺷,8
𢺸,8
𢺹,8
𢺺,8
𢺻,8
𢺼,8
𢺽,8
𢺾,9
𢺿,9
𢻀,9
𢻁,10
𢻂,10
𢻃,10
𢻄,10
𢻅,10
𢻆,10
𢻇,10
𢻈,10
𢻉,10
𢻊,11
𢻋,11
𢻌,11
𢻍,11
𢻎,12
𢻏,12
𢻐,12
𢻑,12
𢻒,12
𢻓,12
𢻔,12
𢻕,13
𢻖,13
𢻗,13
𢻘,13
𢻙,13
𢻚,14
𢻛,14
𢻜,14
𢻝,15
𢻞,15
𢻟,15
𢻠,16
𢻡,16
𢻢,16
𢻣,16
𢻤,16
𢻥,17
𢻦,17
𢻧,17
𢻨,17
𢻩,17
𢻪,20
𢻫,7
𢻬,7
𢻭,7
𢻮,7
𢻯,7
𢻰,7
𢻱,7
𢻲,7
𢻳,8
𢻴,8
𢻵,8
𢻶,8
𢻷,8
𢻸,8
𢻹,8
𢻺,8
𢻻,8
𢻼,8
𢻽,8
𢻾,8
𢻿,8
𢼀,8
𢼁,8
𢼂,8
𢼃,8
𢼄,8
𢼅,8
𢼆,8
𢼇,8
𢼈,8
𢼉,9
𢼊,9
𢼋,9
𢼌,9
𢼍,9
𢼎,9
𢼏,9
𢼐,9
𢼑,9
𢼒,9
𢼓,9
𢼔,9
𢼕,9
𢼖,9
𢼗,9
𢼘,9
𢼙,9
𢼚,9
𢼛,10
𢼜,10
𢼝,10
𢼞,10
𢼟,10
𢼠,10
𢼡,10
𢼢,10
𢼣,10
𢼤,10
𢼥,10
𢼦,10
𢼧,10
𢼨,10
𢼩,10
𢼪,10
𢼫,10
𢼬,10
𢼭,10
𢼮,10
𢼯,10
𢼰,10
𢼱,10
𢼲,10
𢼳,10
𢼴,10
𢼵,10
𢼶,10
𢼷,10
𢼸,10
𢼹,11
𢼺,11
𢼻,11
𢼼,11
𢼽,11
𢼾,11
𢼿,11
𢽀,11
𢽁,11
𢽂,11
𢽃,11
𢽄,11
𢽅,11
𢽆,11
𢽇,11
𢽈,11
𢽉,11
𢽊,11
𢽋,11
𢽌,11
𢽍,11
𢽎,11
𢽏,11
𢽐,11
𢽑,11
𢽒,11
𢽓,11
𢽔,11
𢽕,11
𢽖,11
𢽗,11
𢽘,11
𢽙,11
𢽚,12
𢽛,12
𢽜,11
𢽝,12
𢽞,12
𢽟,12
𢽠,12
𢽡,12
𢽢,12
𢽣,12
𢽤,12
𢽥,12
𢽦,12
𢽧,12
𢽨,12
𢽩,12
𢽪,12
𢽫,12
𢽬,12
𢽭,12
𢽮,12
𢽯,12
𢽰,12
𢽱,12
𢽲,12
𢽳,12
𢽴,12
𢽵,12
𢽶,12
𢽷,11
𢽸,12
𢽹,12
𢽺,12
𢽻,12
𢽼,12
𢽽,12
𢽾,12
𢽿,13
𢾀,13
𢾁,13
𢾂,13
𢾃,13
𢾄,13
𢾅,13
𢾆,13
𢾇,13
𢾈,13
𢾉,13
𢾊,13
𢾋,13
𢾌,13
𢾍,13
𢾎,13
𢾏,13
𢾐,13
𢾑,13
𢾒,13
𢾓,13
𢾔,13
𢾕,13
𢾖,13
𢾗,13
𢾘,13
𢾙,13
𢾚,13
𢾛,13
𢾜,13
𢾝,13
𢾞,13
𢾟,13
𢾠,13
𢾡,13
𢾢,13
𢾣,12
𢾤,13
𢾥,13
𢾦,14
𢾧,14
𢾨,14
𢾩,14
𢾪,14
𢾫,14
𢾬,14
𢾭,14
𢾮,14
𢾯,14
𢾰,14
𢾱,14
𢾲,14
𢾳,14
𢾴,14
𢾵,14
𢾶,14
𢾷,14
𢾸,14
𢾹,14
𢾺,14
𢾻,14
𢾼,14
𢾽,14
𢾾,14
𢾿,14
𢿀,14
𢿁,14
𢿂,14
𢿃,14
𢿄,14
𢿅,14
𢿆,13
𢿇,15
𢿈,15
𢿉,15
𢿊,15
𢿋,15
𢿌,15
𢿍,15
𢿎,15
𢿏,15
𢿐,15
𢿑,15
𢿒,15
𢿓,15
𢿔,15
𢿕,15
𢿖,15
𢿗,15
𢿘,15
𢿙,15
𢿚,15
𢿛,15
𢿜,15
𢿝,15
𢿞,16
𢿟,16
𢿠,16
𢿡,16
𢿢,16
𢿣,16
𢿤,16
𢿥,16
𢿦,16
𢿧,16
𢿨,16
𢿩,16
𢿪,16
𢿫,16
𢿬,16
𢿭,16
𢿮,16
𢿯,16
𢿰,16
𢿱,16
𢿲,16
𢿳,16
𢿴,16
𢿵,16
𢿶,16
𢿷,16
𢿸,16
𢿹,16
𢿺,16
𢿻,16
𢿼,16
𢿽,16
𢿾,17
𢿿,17
𣀀,17
𣀁,17
𣀂,17
𣀃,17
𣀄,18
𣀅,17
𣀆,17
𣀇,17
𣀈,17
𣀉,17
𣀊,17
𣀋,17
𣀌,17
𣀍,17
𣀎,17
𣀏,17
𣀐,18
𣀑,18
𣀒,18
𣀓,18
𣀔,18
𣀕,18
𣀖,18
𣀗,18
𣀘,18
𣀙,18
𣀚,18
𣀛,19
𣀜,19
𣀝,19
𣀞,19
𣀟,19
𣀠,19
𣀡,19
𣀢,19
𣀣,20
𣀤,20
𣀥,20
𣀦,20
𣀧,20
𣀨,20
𣀩,20
𣀪,20
𣀫,20
𣀬,20
𣀭,20
𣀮,21
𣀯,21
𣀰,21
𣀱,21
𣀲,21
𣀳,22
𣀴,22
𣀵,23
𣀶,23
𣀷,23
𣀸,23
𣀹,23
𣀺,23
𣀻,25
𣀼,25
𣀽,27
𣀾,27
𣀿,28
𣁀,29
𣁁,6
𣁂,7
𣁃,8
𣁄,8
𣁅,8
𣁆,9
𣁇,9
𣁈,9
𣁉,9
𣁊,10
𣁋,10
𣁌,10
𣁍,10
𣁎,11
𣁏,11
𣁐,11
𣁑,11
𣁒,11
𣁓,11
𣁔,12
𣁕,12
𣁖,12
𣁗,13
𣁘,13
𣁙,13
𣁚,15
𣁛,15
𣁜,15
𣁝,15
𣁞,15
𣁟,15
𣁠,15
𣁡,15
𣁢,16
𣁣,16
𣁤,17
𣁥,18
𣁦,18
𣁧,19
𣁨,20
𣁩,21
𣁪,21
𣁫,23
𣁬,4
𣁭,7
𣁮,8
𣁯,8
𣁰,8
𣁱,9
𣁲,9
𣁳,10
𣁴,10
𣁵,10
𣁶,10
𣁷,11
𣁸,11
𣁹,11
𣁺,11
𣁻,11
𣁼,12
𣁽,12
𣁾,12
𣁿,12
𣂀,12
𣂁,13
𣂂,14
𣂃,13
𣂄,13
𣂅,13
𣂆,14
𣂇,14
𣂈,14
𣂉,15
𣂊,15
𣂋,15
𣂌,17
𣂍,17
𣂎,18
𣂏,19
𣂐,20
𣂑,4
𣂒,6
𣂓,7
𣂔,8
𣂕,8
𣂖,8
𣂗,8
𣂘,8
𣂙,9
𣂚,9
𣂛,10
𣂜,10
𣂝,10
𣂞,11
𣂟,11
𣂠,11
𣂡,12
𣂢,12
𣂣,12
𣂤,12
𣂥,12
𣂦,12
𣂧,12
𣂨,12
𣂩,12
𣂪,12
𣂫,11
𣂬,12
𣂭,12
𣂮,13
𣂯,13
𣂰,13
𣂱,13
𣂲,13
𣂳,13
𣂴,13
𣂵,13
𣂶,14
𣂷,14
𣂸,14
𣂹,14
𣂺,14
𣂻,15
𣂼,15
𣂽,15
𣂾,15
𣂿,15
𣃀,16
𣃁,16
𣃂,16
𣃃,16
𣃄,16
𣃅,16
𣃆,16
𣃇,17
𣃈,17
𣃉,17
𣃊,17
𣃋,17
𣃌,18
𣃍,18
𣃎,18
𣃏,18
𣃐,18
𣃑,19
𣃒,19
𣃓,19
𣃔,20
𣃕,20
𣃖,22
𣃗,6
𣃘,7
𣃙,7
𣃚,8
𣃛,8
𣃜,8
𣃝,9
𣃞,9
𣃟,9
𣃠,9
𣃡,9
𣃢,9
𣃣,9
𣃤,9
𣃥,9
𣃦,10
𣃧,10
𣃨,10
𣃩,10
𣃪,10
𣃫,10
𣃬,10
𣃭,10
𣃮,10
𣃯,10
𣃰,10
𣃱,10
𣃲,10
𣃳,11
𣃴,11
𣃵,11
𣃶,11
𣃷,11
𣃸,11
𣃹,11
𣃺,11
𣃻,11
𣃼,12
𣃽,12
𣃾,12
𣃿,12
𣄀,12
𣄁,12
𣄂,12
𣄃,12
𣄄,12
𣄅,12
𣄆,12
𣄇,12
𣄈,13
𣄉,13
𣄊,13
𣄋,13
𣄌,13
𣄍,13
𣄎,14
𣄏,14
𣄐,14
𣄑,14
𣄒,14
𣄓,14
𣄔,15
𣄕,15
𣄖,15
𣄗,16
𣄘,16
𣄙,16
𣄚,16
𣄛,16
𣄜,16
𣄝,17
𣄞,18
𣄟,18
𣄠,18
𣄡,18
𣄢,18
𣄣,18
𣄤,19
𣄥,20
𣄦,21
𣄧,22
𣄨,22
𣄩,23
𣄪,24
𣄫,25
𣄬,26
𣄭,6
𣄮,7
𣄯,7
𣄰,9
𣄱,10
𣄲,10
𣄳,10
𣄴,12
𣄵,12
𣄶,13
𣄷,13
𣄸,13
𣄹,15
𣄺,16
𣄻,5
𣄼,5
𣄽,5
𣄾,6
𣄿,6
𣅀,6
𣅁,6
𣅂,6
𣅃,6
𣅄,7
𣅅,6
𣅆,7
𣅇,7
𣅈,7
𣅉,7
𣅊,7
𣅋,7
𣅌,7
𣅍,7
𣅎,7
𣅏,7
𣅐,7
𣅑,7
𣅒,7
𣅓,7
𣅔,7
𣅕,7
𣅖,7
𣅗,7
𣅘,7
𣅙,7
𣅚,8
𣅛,8
𣅜,8
𣅝,8
𣅞,8
𣅟,8
𣅠,8
𣅡,8
𣅢,8
𣅣,8
𣅤,8
𣅥,8
𣅦,8
𣅧,8
𣅨,8
𣅩,8
𣅪,8
𣅫,8
𣅬,8
𣅭,8
𣅮,8
𣅯,8
𣅰,8
𣅱,8
𣅲,8
𣅳,8
𣅴,8
𣅵,8
𣅶,8
𣅷,9
𣅸,9
𣅹,9
𣅺,9
𣅻,9
𣅼,9
𣅽,9
𣅾,9
𣅿,9
𣆀,9
𣆁,9
𣆂,9
𣆃,9
𣆄,9
𣆅,9
𣆆,9
𣆇,9
𣆈,9
𣆉,9
𣆊,9
𣆋,9
𣆌,9
𣆍,9
𣆎,9
𣆏,9
𣆐,9
𣆑,9
𣆒,10
𣆓,10
𣆔,10
𣆕,10
𣆖,10
𣆗,10
𣆘,10
𣆙,10
𣆚,10
𣆛,10
𣆜,10
𣆝,10
𣆞,10
𣆟,10
𣆠,10
𣆡,10
𣆢,10
𣆣,10
𣆤,10
𣆥,10
𣆦,10
𣆧,10
𣆨,10
𣆩,10
𣆪,10
𣆫,10
𣆬,10
𣆭,10
𣆮,10
𣆯,10
𣆰,10
𣆱,10
𣆲,11
𣆳,11
𣆴,11
𣆵,11
𣆶,11
𣆷,11
𣆸,11
𣆹,11
𣆺,11
𣆻,11
𣆼,11
𣆽,11
𣆾,11
𣆿,11
𣇀,11
𣇁,11
𣇂,11
𣇃,11
𣇄,11
𣇅,11
𣇆,11
𣇇,11
𣇈,11
𣇉,11
𣇊,11
𣇋,11
𣇌,11
𣇍,11
𣇎,11
𣇏,11
𣇐,11
𣇑,11
𣇒,11
𣇓,11
𣇔,11
𣇕,11
𣇖,11
𣇗,11
𣇘,11
𣇙,11
𣇚,11
𣇛,11
𣇜,11
𣇝,11
𣇞,11
𣇟,11
𣇠,11
𣇡,11
𣇢,12
𣇣,12
𣇤,12
𣇥,12
𣇦,12
𣇧,12
𣇨,12
𣇩,12
𣇪,12
𣇫,12
𣇬,12
𣇭,12
𣇮,12
𣇯,12
𣇰,12
𣇱,12
𣇲,12
𣇳,12
𣇴,12
𣇵,12
𣇶,12
𣇷,12
𣇸,12
𣇹,12
𣇺,12
𣇻,12
𣇼,12
𣇽,12
𣇾,12
𣇿,12
𣈀,12
𣈁,12
𣈂,12
𣈃,12
𣈄,12
𣈅,12
𣈆,12
𣈇,12
𣈈,12
𣈉,12
𣈊,12
𣈋,12
𣈌,12
𣈍,12
𣈎,12
𣈏,12
𣈐,12
𣈑,12
𣈒,12
𣈓,12
𣈔,12
𣈕,12
𣈖,12
𣈗,12
𣈘,12
𣈙,12
𣈚,12
𣈛,12
𣈜,12
𣈝,12
𣈞,12
𣈟,12
𣈠,12
𣈡,12
𣈢,12
𣈣,12
𣈤,13
𣈥,13
𣈦,13
𣈧,13
𣈨,13
𣈩,13
𣈪,13
𣈫,13
𣈬,13
𣈭,13
𣈮,13
𣈯,13
𣈰,10
𣈱,13
𣈲,13
𣈳,13
𣈴,13
𣈵,13
𣈶,13
𣈷,13
𣈸,13
𣈹,13
𣈺,13
𣈻,13
𣈼,13
𣈽,13
𣈾,13
𣈿,13
𣉀,13
𣉁,13
𣉂,13
𣉃,13
𣉄,13
𣉅,13
𣉆,13
𣉇,13
𣉈,13
𣉉,13
𣉊,13
𣉋,13
𣉌,13
𣉍,13
𣉎,13
𣉏,13
𣉐,13
𣉑,13
𣉒,14
𣉓,14
𣉔,14
𣉕,14
𣉖,14
𣉗,14
𣉘,14
𣉙,14
𣉚,14
𣉛,14
𣉜,14
𣉝,14
𣉞,14
𣉟,14
𣉠,14
𣉡,13
𣉢,14
𣉣,14
𣉤,14
𣉥,14
𣉦,14
𣉧,14
𣉨,14
𣉩,14
𣉪,14
𣉫,14
𣉬,14
𣉭,14
𣉮,14
𣉯,14
𣉰,14
𣉱,14
𣉲,14
𣉳,14
𣉴,14
𣉵,14
𣉶,14
𣉷,14
𣉸,14
𣉹,14
𣉺,14
𣉻,15
𣉼,15
𣉽,15
𣉾,15
𣉿,15
𣊀,15
𣊁,15
𣊂,15
𣊃,15
𣊄,15
𣊅,15
𣊆,15
𣊇,15
𣊈,15
𣊉,16
𣊊,15
𣊋,15
𣊌,15
𣊍,15
𣊎,15
𣊏,15
𣊐,15
𣊑,15
𣊒,15
𣊓,15
𣊔,15
𣊕,15
𣊖,15
𣊗,15
𣊘,15
𣊙,15
𣊚,15
𣊛,15
𣊜,15
𣊝,15
𣊞,16
𣊟,16
𣊠,16
𣊡,16
𣊢,16
𣊣,16
𣊤,16
𣊥,16
𣊦,16
𣊧,16
𣊨,16
𣊩,16
𣊪,16
𣊫,16
𣊬,16
𣊭,16
𣊮,16
𣊯,16
𣊰,16
𣊱,16
𣊲,16
𣊳,16
𣊴,16
𣊵,16
𣊶,16
𣊷,16
𣊸,16
𣊹,16
𣊺,16
𣊻,16
𣊼,16
𣊽,16
𣊾,16
𣊿,16
𣋀,16
𣋁,16
𣋂,16
𣋃,16
𣋄,16
𣋅,16
𣋆,16
𣋇,15
𣋈,16
𣋉,17
𣋊,17
𣋋,17
𣋌,17
𣋍,17
𣋎,17
𣋏,17
𣋐,17
𣋑,17
𣋒,17
𣋓,17
𣋔,17
𣋕,17
𣋖,17
𣋗,17
𣋘,17
𣋙,17
𣋚,17
𣋛,17
𣋜,17
𣋝,17
𣋞,18
𣋟,18
𣋠,18
𣋡,18
𣋢,18
𣋣,18
𣋤,18
𣋥,18
𣋦,18
𣋧,18
𣋨,18
𣋩,18
𣋪,18
𣋫,18
𣋬,18
𣋭,18
𣋮,18
𣋯,18
𣋰,18
𣋱,18
𣋲,19
𣋳,19
𣋴,19
𣋵,19
𣋶,19
𣋷,19
𣋸,19
𣋹,19
𣋺,19
𣋻,19
𣋼,19
𣋽,19
𣋾,19
𣋿,20
𣌀,20
𣌁,20
𣌂,20
𣌃,20
𣌄,20
𣌅,20
𣌆,20
𣌇,20
𣌈,21
𣌉,21
𣌊,21
𣌋,21
𣌌,21
𣌍,22
𣌎,22
𣌏,22
𣌐,22
𣌑,22
𣌒,22
𣌓,22
𣌔,22
𣌕,22
𣌖,23
𣌗,24
𣌘,24
𣌙,24
𣌚,24
𣌛,24
𣌜,25
𣌝,25
𣌞,27
𣌟,28
𣌠,36
𣌡,7
𣌢,7
𣌣,8
𣌤,8
𣌥,8
𣌦,8
𣌧,9
𣌨,9
𣌩,9
𣌪,9
𣌫,9
𣌬,9
𣌭,10
𣌮,10
𣌯,10
𣌰,10
𣌱,10
𣌲,10
𣌳,10
𣌴,10
𣌵,10
𣌶,10
𣌷,11
𣌸,11
𣌹,11
𣌺,11
𣌻,12
𣌼,12
𣌽,12
𣌾,13
𣌿,13
𣍀,13
𣍁,13
𣍂,13
𣍃,14
𣍄,14
𣍅,14
𣍆,15
𣍇,15
𣍈,15
𣍉,15
𣍊,15
𣍋,16
𣍌,16
𣍍,16
𣍎,16
𣍏,17
𣍐,17
𣍑,18
𣍒,18
𣍓,18
𣍔,18
𣍕,18
𣍖,19
𣍗,19
𣍘,20
𣍙,20
𣍚,24
𣍛,28
𣍜,35
𣍝,5
𣍞,6
𣍟,7
𣍠,7
𣍡,7
𣍢,7
𣍣,7
𣍤,8
𣍥,9
𣍦,9
𣍧,9
𣍨,9
𣍩,9
𣍪,9
𣍫,9
𣍬,9
𣍭,10
𣍮,10
𣍯,10
𣍰,10
𣍱,11
𣍲,11
𣍳,11
𣍴,11
𣍵,11
𣍶,11
𣍷,12
𣍸,12
𣍹,12
𣍺,12
𣍻,12
𣍼,12
𣍽,12
𣍾,12
𣍿,12
𣎀,12
𣎁,12
𣎂,12
𣎃,12
𣎄,13
𣎅,13
𣎆,13
𣎇,13
𣎈,13
𣎉,13
𣎊,13
𣎋,13
𣎌,13
𣎍,14
𣎎,14
𣎏,14
𣎐,14
𣎑,14
𣎒,15
𣎓,15
𣎔,15
𣎕,15
𣎖,15
𣎗,15
𣎘,15
𣎙,15
𣎚,16
𣎛,16
𣎜,17
𣎝,16
𣎞,16
𣎟,16
𣎠,16
𣎡,16
𣎢,16
𣎣,17
𣎤,17
𣎥,17
𣎦,17
𣎧,17
𣎨,17
𣎩,18
𣎪,18
𣎫,18
𣎬,18
𣎭,18
𣎮,20
𣎯,20
𣎰,22
𣎱,23
𣎲,24
𣎳,4
𣎴,4
𣎵,5
𣎶,5
𣎷,5
𣎸,6
𣎹,6
𣎺,6
𣎻,6
𣎼,6
𣎽,6
𣎾,6
𣎿,6
𣏀,6
𣏁,7
𣏂,7
𣏃,7
𣏄,7
𣏅,7
𣏆,7
𣏇,7
𣏈,7
𣏉,7
𣏊,7
𣏋,7
𣏌,7
𣏍,7
𣏎,7
𣏏,7
𣏐,7
𣏑,7
𣏒,7
𣏓,7
𣏔,8
𣏕,8
𣏖,8
𣏗,8
𣏘,8
𣏙,8
𣏚,8
𣏛,8
𣏜,8
𣏝,8
𣏞,8
𣏟,8
𣏠,8
𣏡,8
𣏢,8
𣏣,8
𣏤,8
𣏥,8
𣏦,8
𣏧,8
𣏨,8
𣏩,8
𣏪,8
𣏫,8
𣏬,8
𣏭,8
𣏮,8
𣏯,8
𣏰,8
𣏱,8
𣏲,8
𣏳,8
𣏴,8
𣏵,8
𣏶,8
𣏷,8
𣏸,8
𣏹,8
𣏺,8
𣏻,8
𣏼,8
𣏽,8
𣏾,8
𣏿,8
𣐀,8
𣐁,8
𣐂,8
𣐃,8
𣐄,8
𣐅,8
𣐆,8
𣐇,8
𣐈,9
𣐉,9
𣐊,9
𣐋,9
𣐌,9
𣐍,9
𣐎,9
𣐏,9
𣐐,9
𣐑,9
𣐒,9
𣐓,9
𣐔,9
𣐕,9
𣐖,9
𣐗,9
𣐘,9
𣐙,9
𣐚,9
𣐛,9
𣐜,9
𣐝,9
𣐞,9
𣐟,9
𣐠,9
𣐡,9
𣐢,9
𣐣,9
𣐤,9
𣐥,9
𣐦,9
𣐧,9
𣐨,9
𣐩,9
𣐪,9
𣐫,9
𣐬,9
𣐭,9
𣐮,9
𣐯,9
𣐰,9
𣐱,9
𣐲,9
𣐳,9
𣐴,9
𣐵,10
𣐶,10
𣐷,10
𣐸,10
𣐹,10
𣐺,10
𣐻,10
𣐼,10
𣐽,10
𣐾,10
𣐿,10
𣑀,10
𣑁,10
𣑂,10
𣑃,10
𣑄,10
𣑅,10
𣑆,10
𣑇,10
𣑈,10
𣑉,10
𣑊,10
𣑋,10
𣑌,10
𣑍,10
𣑎,10
𣑏,10
𣑐,10
𣑑,10
𣑒,10
𣑓,10
𣑔,10
𣑕,10
𣑖,10
𣑗,10
𣑘,10
𣑙,10
𣑚,10
𣑛,10
𣑜,10
𣑝,10
𣑞,10
𣑟,10
𣑠,10
𣑡,10
𣑢,10
𣑣,10
𣑤,10
𣑥,10
𣑦,10
𣑧,10
𣑨,10
𣑩,10
𣑪,10
𣑫,10
𣑬,10
𣑭,10
𣑮,10
𣑯,10
𣑰,10
𣑱,10
𣑲,10
𣑳,10
𣑴,10
𣑵,10
𣑶,10
𣑷,10
𣑸,10
𣑹,10
𣑺,10
𣑻,10
𣑼,10
𣑽,10
𣑾,10
𣑿,11
𣒀,11
𣒁,11
𣒂,11
𣒃,11
𣒄,11
𣒅,11
𣒆,11
𣒇,11
𣒈,11
𣒉,11
𣒊,11
𣒋,11
𣒌,11
𣒍,11
𣒎,11
𣒏,11
𣒐,11
𣒑,11
𣒒,11
𣒓,11
𣒔,11
𣒕,11
𣒖,11
𣒗,11
𣒘,11
𣒙,11
𣒚,11
𣒛,11
𣒜,11
𣒝,11
𣒞,11
𣒟,11
𣒠,11
𣒡,11
𣒢,11
𣒣,11
𣒤,11
𣒥,11
𣒦,11
𣒧,11
𣒨,11
𣒩,11
𣒪,11
𣒫,11
𣒬,11
𣒭,11
𣒮,11
𣒯,11
𣒰,11
𣒱,11
𣒲,11
𣒳,11
𣒴,11
𣒵,11
𣒶,11
𣒷,11
𣒸,11
𣒹,11
𣒺,11
𣒻,11
𣒼,11
𣒽,11
𣒾,11
𣒿,11
𣓀,11
𣓁,12
𣓂,12
𣓃,12
𣓄,12
𣓅,12
𣓆,12
𣓇,12
𣓈,12
𣓉,12
𣓊,12
𣓋,12
𣓌,12
𣓍,12
𣓎,12
𣓏,12
𣓐,12
𣓑,12
𣓒,12
𣓓,12
𣓔,12
𣓕,12
𣓖,12
𣓗,12
𣓘,12
𣓙,12
𣓚,12
𣓛,12
𣓜,12
𣓝,12
𣓞,12
𣓟,12
𣓠,12
𣓡,12
𣓢,12
𣓣,12
𣓤,12
𣓥,12
𣓦,12
𣓧,12
𣓨,12
𣓩,12
𣓪,12
𣓫,12
𣓬,12
𣓭,12
𣓮,12
𣓯,12
𣓰,12
𣓱,12
𣓲,12
𣓳,12
𣓴,12
𣓵,12
𣓶,12
𣓷,12
𣓸,12
𣓹,12
𣓺,12
𣓻,12
𣓼,12
𣓽,12
𣓾,12
𣓿,12
𣔀,12
𣔁,12
𣔂,12
𣔃,12
𣔄,12
𣔅,12
𣔆,12
𣔇,12
𣔈,12
𣔉,12
𣔊,12
𣔋,12
𣔌,12
𣔍,12
𣔎,12
𣔏,12
𣔐,12
𣔑,12
𣔒,12
𣔓,12
𣔔,12
𣔕,12
𣔖,12
𣔗,12
𣔘,12
𣔙,12
𣔚,12
𣔛,12
𣔜,12
𣔝,12
𣔞,12
𣔟,12
𣔠,12
𣔡,12
𣔢,12
𣔣,12
𣔤,12
𣔥,12
𣔦,12
𣔧,12
𣔨,12
𣔩,12
𣔪,12
𣔫,12
𣔬,12
𣔭,12
𣔮,12
𣔯,12
𣔰,12
𣔱,13
𣔲,13
𣔳,13
𣔴,13
𣔵,13
𣔶,13
𣔷,13
𣔸,13
𣔹,13
𣔺,13
𣔻,13
𣔼,13
𣔽,13
𣔾,13
𣔿,13
𣕀,13
𣕁,13
𣕂,13
𣕃,13
𣕄,13
𣕅,13
𣕆,13
𣕇,13
𣕈,13
𣕉,13
𣕊,13
𣕋,13
𣕌,13
𣕍,13
𣕎,13
𣕏,13
𣕐,13
𣕑,13
𣕒,13
𣕓,13
𣕔,13
𣕕,13
𣕖,13
𣕗,13
𣕘,13
𣕙,13
𣕚,13
𣕛,13
𣕜,13
𣕝,13
𣕞,13
𣕟,13
𣕠,13
𣕡,13
𣕢,13
𣕣,13
𣕤,14
𣕥,13
𣕦,13
𣕧,13
𣕨,13
𣕩,13
𣕪,13
𣕫,13
𣕬,13
𣕭,13
𣕮,13
𣕯,13
𣕰,13
𣕱,13
𣕲,13
𣕳,13
𣕴,13
𣕵,13
𣕶,13
𣕷,13
𣕸,13
𣕹,13
𣕺,13
𣕻,13
𣕼,13
𣕽,13
𣕾,13
𣕿,13
𣖀,13
𣖁,13
𣖂,13
𣖃,13
𣖄,13
𣖅,13
𣖆,13
𣖇,13
𣖈,13
𣖉,13
𣖊,13
𣖋,13
𣖌,13
𣖍,13
𣖎,13
𣖏,13
𣖐,13
𣖑,13
𣖒,13
𣖓,13
𣖔,13
𣖕,13
𣖖,13
𣖗,13
𣖘,13
𣖙,13
𣖚,13
𣖛,13
𣖜,13
𣖝,13
𣖞,13
𣖟,13
𣖠,13
𣖡,13
𣖢,13
𣖣,13
𣖤,13
𣖥,13
𣖦,13
𣖧,13
𣖨,13
𣖩,13
𣖪,14
𣖫,14
𣖬,14
𣖭,14
𣖮,14
𣖯,14
𣖰,14
𣖱,14
𣖲,14
𣖳,14
𣖴,14
𣖵,14
𣖶,14
𣖷,14
𣖸,14
𣖹,14
𣖺,14
𣖻,14
𣖼,14
𣖽,14
𣖾,14
𣖿,14
𣗀,14
𣗁,14
𣗂,14
𣗃,14
𣗄,14
𣗅,14
𣗆,14
𣗇,14
𣗈,14
𣗉,14
𣗊,14
𣗋,14
𣗌,14
𣗍,14
𣗎,14
𣗏,14
